User Type,Username,Date,Text
,drklevl,2010-02-10T23:40Z,"thank you very much dear !

your name murlock remember me planetmaster ,malestrom and the other PB vips !

I miss planemaster and i'm very happy to see your name in the bay !

I have a 1m/s only connection but i will seed with you this great upload in your honor !"
[V],Murlok,2010-02-11T08:48Z,drklevl you are a funny one :D
,PTV8,2010-02-14T21:35Z,"i love this app its probably the best thing ive downed all year? onelove bro',"
,ioannisarc,2010-02-17T19:07Z,Thank you very much.
,ozamboy,2010-02-19T09:06Z,Big thanks brow!!!!
,bilalk,2010-02-25T05:12Z,"for some reason, the provided serial key isn't working for me...

it just says incorrect serial key... am I doing it wrong?.. should i be registering it online?

Thanks :).. great upload btw."
,ioannisarc,2010-03-04T22:47Z,It worked for me but unfortunately doesnt support Greek caracters.
,glazenwassertje,2010-03-17T18:12Z,thank you !!!! your the best
,ilMedico,2010-04-16T14:40Z,How do I block it from calling home...?
,Amzetti,2010-11-18T19:58Z,Look Guys even I am having some trouble using the serial key. It says it is invalid
,desilva3,2010-12-08T14:51Z,"doesnt work serial no good, tried everything"
,desilva3,2010-12-08T14:52Z,serial does not work
,brianxxx,2011-01-13T04:25Z,"Serial did not work for me either. Running under VMWARE with no internet connection. Will not allow serial, says it is INVALID.

Oh well....just have to look for an older version maybe. lol"
,jthaley,2011-06-20T03:40Z,"The serial worked, when you click 'submit' nothing appears to happen, but when you open the software it is fully functional"
,Peter_apika,2011-09-21T08:14Z,Thanks! works fine although the serial was invalid.
,cube9323,2011-09-23T06:54Z,does this work on macs?
[V],OneFourOne,2011-12-30T16:12Z,Thnx Murlok.It's working fine.
,pytech,2012-05-18T19:54Z,"Thx @jthaley 

Software works great.  Although serial key says ""Invalid"" it actually woks and is fully functional.

Win XP x64 - SP2"
