Filename,Size,Unit
Ai Confini Della RealtÃ, - 2x01 - Re Nove Non TornerÃ, (King Nine Will Not Return).avi,235.26,M
Ai Confini Della RealtÃ, - 2x01 - Re Nove Non TornerÃ, (King Nine Will Not Return).srt,20.69,K
Ai Confini Della RealtÃ, - 2x02 - La Vecchia Bottiglia (The Man In The Bottle).avi,235.31,M
Ai Confini Della RealtÃ, - 2x02 - La Vecchia Bottiglia (The Man In The Bottle).srt,24.23,K
Ai Confini Della RealtÃ, - 2x03 - La Decisione (Nervous Man In A Four Dollar Room).avi,235.27,M
Ai Confini Della RealtÃ, - 2x03 - La Decisione (Nervous Man In A Four Dollar Room).srt,26.65,K
Ai Confini Della RealtÃ, - 2x04 - Antipatia Per Le Macchine (A Thing About Machines).avi,235.13,M
Ai Confini Della RealtÃ, - 2x04 - Antipatia Per Le Macchine (A Thing About Machines).srt,21.5,K
Ai Confini Della RealtÃ, - 2x05 - Ululati Nella Notte (The Howling Man).avi,235.57,M
Ai Confini Della RealtÃ, - 2x05 - Ululati Nella Notte (The Howling Man).srt,22.14,K
Ai Confini Della RealtÃ, - 2x06 - Ã Bello Quel Che Piace (The Eye Of The Beholder).avi,235.71,M
Ai Confini Della RealtÃ, - 2x06 - Ã Bello Quel Che Piace (The Eye Of The Beholder).srt,26.65,K
Ai Confini Della RealtÃ, - 2x07 - Appena In Tempo (Nick Of Time).avi,229.97,M
Ai Confini Della RealtÃ, - 2x07 - Appena In Tempo (Nick Of Time).srt,24.35,K
Ai Confini Della RealtÃ, - 2x08 - L'Ora Tarda (The Lateness Of The Hour).avi,234.65,M
Ai Confini Della RealtÃ, - 2x08 - L'Ora Tarda (The Lateness Of The Hour).srt,27.27,K
Ai Confini Della RealtÃ, - 2x09 - Problemi Con Templeton (The Trouble With Templeton).avi,235.27,M
Ai Confini Della RealtÃ, - 2x09 - Problemi Con Templeton (The Trouble With Templeton).srt,23.19,K
Ai Confini Della RealtÃ, - 2x10 - Un'Insolita Macchina Fotografica (A Most Unusual Camera).avi,235.28,M
Ai Confini Della RealtÃ, - 2x10 - Un'Insolita Macchina Fotografica (A Most Unusual Camera).srt,32.96,K
Ai Confini Della RealtÃ, - 2x11 - La Notte Degli Umili (Night Of The Meek).avi,229.57,M
Ai Confini Della RealtÃ, - 2x11 - La Notte Degli Umili (Night Of The Meek).srt,26.23,K
Ai Confini Della RealtÃ, - 2x12 - La Polvere (Dust).avi,235.38,M
Ai Confini Della RealtÃ, - 2x12 - La Polvere (Dust).srt,22.38,K
Ai Confini Della RealtÃ, - 2x13 - Viaggio Nel Tempo (Back There).avi,235.18,M
Ai Confini Della RealtÃ, - 2x13 - Viaggio Nel Tempo (Back There).srt,26.49,K
Ai Confini Della RealtÃ, - 2x14 - Tutta La VeritÃ, (The Whole Truth).avi,234.83,M
Ai Confini Della RealtÃ, - 2x14 - Tutta La VeritÃ, (The Whole Truth).srt,32.75,K
Ai Confini Della RealtÃ, - 2x15 - Gli Invasori (The Invaders).avi,235.05,M
Ai Confini Della RealtÃ, - 2x15 - Gli Invasori (The Invaders).srt,7.64,K
