Filename,Size,Unit
/CD1/The Carter FamilyÂ,-Â,03Â,-Â,The Poor Orphan Child.mp3,3.24,M
/CD1/The Carter FamilyÂ,-Â,06Â,-Â,The Wandering Boy.mp3,3.17,M
/CD1/The Carter FamilyÂ,-Â,07Â,-Â,"Meet Me By The Moonlight, Alone.mp3",3.17,M
/CD1/The Carter FamilyÂ,-Â,08Â,-Â,"Little Darling, Pal Of Mine.mp3",3.07,M
/CD1/The Carter FamilyÂ,-Â,13Â,-Â,Will YOu Miss Me When I'm Gone.mp3,3.05,M
/CD1/The Carter FamilyÂ,-Â,23Â,-Â,Little Moses.mp3,3,M
/CD1/The Carter FamilyÂ,-Â,16Â,-Â,Wildwood Flower.mp3,2.98,M
/CD1/The Carter FamilyÂ,-Â,20Â,-Â,My Clinch Mountain Home.mp3,2.97,M
/CD1/The Carter FamilyÂ,-Â,19Â,-Â,Sweet Fern.mp3,2.93,M
/CD1/The Carter FamilyÂ,-Â,15Â,-Â,Chewing Gum.mp3,2.9,M
/CD1/The Carter FamilyÂ,-Â,21Â,-Â,God Gave Noah The Rainbow Sign.mp3,2.86,M
/CD1/The Carter FamilyÂ,-Â,22Â,-Â,I'm Thinking Tonight Of My Blue Eyes.mp3,2.85,M
/CD1/The Carter FamilyÂ,-Â,18Â,-Â,Forsaken Love.mp3,2.8,M
/CD1/The Carter FamilyÂ,-Â,11Â,-Â,John Hardy Was A Desperate Little Man.mp3,2.77,M
/CD1/The Carter FamilyÂ,-Â,01Â,-Â,Bury Me Under The Weeping Willow.mp3,2.76,M
/CD1/The Carter FamilyÂ,-Â,17Â,-Â,I Have No-one To Love Me.mp3,2.7,M
/CD1/The Carter FamilyÂ,-Â,09Â,-Â,Keep On The Sunny Side.mp3,2.7,M
/CD1/The Carter FamilyÂ,-Â,02Â,-Â,Little Log Cabin By The Sea.mp3,2.69,M
/CD1/The Carter FamilyÂ,-Â,04Â,-Â,The Storms Are On TheOcean.mp3,2.68,M
/CD1/The Carter FamilyÂ,-Â,24Â,-Â,Lulu Wall.mp3,2.67,M
/CD1/The Carter FamilyÂ,-Â,05Â,-Â,"Single Girl, Married Girl.mp3",2.63,M
/CD1/The Carter FamilyÂ,-Â,10Â,-Â,Anchored In Love.mp3,2.61,M
/CD1/The Carter FamilyÂ,-Â,12Â,-Â,I Ain't Goin' To Work Tomorrow.mp3,2.57,M
/CD1/The Carter FamilyÂ,-Â,25Â,-Â,The Grave On The Green Hillside.mp3,2.57,M
/CD1/The Carter FamilyÂ,-Â,14Â,-Â,River Of Jordan.mp3,2.49,M
/CD2/The Carter FamilyÂ,-Â,08Â,-Â,Motherless Children.mp3,3.38,M
/CD2/The Carter FamilyÂ,-Â,09Â,-Â,When The Roses Bloom In Dixieland.mp3,3.27,M
/CD2/The Carter FamilyÂ,-Â,17Â,-Â,Fond Affection.mp3,3.2,M
/CD2/The Carter FamilyÂ,-Â,24Â,-Â,I Have An Aged Mother.mp3,3.16,M
/CD2/The Carter FamilyÂ,-Â,04Â,-Â,Diamonds In The Rought.mp3,3.16,M
/CD2/The Carter FamilyÂ,-Â,10Â,-Â,No Telephone In Heaven.mp3,3.09,M
/CD2/The Carter FamilyÂ,-Â,03Â,-Â,Bring Back My Blue-Eyed Boy To Me.mp3,3.08,M
/CD2/The Carter FamilyÂ,-Â,05Â,-Â,Engine One-Forty-Three.mp3,3.08,M
/CD2/The Carter FamilyÂ,-Â,20Â,-Â,There's Someone Awaiting For Me.mp3,2.98,M
/CD2/The Carter FamilyÂ,-Â,23Â,-Â,When The World's On Fire.mp3,2.97,M
/CD2/The Carter FamilyÂ,-Â,16Â,-Â,Kitty Waltz.mp3,2.91,M
