User Type,Username,Date,Text
,DJkid90,2010-08-15T07:37Z,"Good Movie For 15 August

THX !!!"
,invader123,2010-08-15T12:40Z,hey man plzzzz  upload Prince of Persia : The Sands Of Time (2010) â R4.DvDrip NXT.
,som919,2010-08-16T19:03Z,"superb rip
"
,i_am_sid,2010-09-05T03:30Z,Thanks very much. Great quality.
,dianavoxx,2010-09-05T11:33Z,um.. how i open this :S it just goes to movie maker .......
,dianavoxx,2010-09-05T11:37Z,:|
,Azhi,2010-09-17T14:28Z,downloaded and great quality for 450MB Size thnx man 
,jake16,2010-09-23T05:41Z,Great Quality - Thanks!
,cvvvcvvv,2010-11-26T23:02Z,DON'T DOWNLOAD...HE ADDED FUCKIN* WATERMARKS IN MOVIE AND NO WORD ABOUT IT ABOVE...WASTE OF TIME FOR THIS RELEASE.
,deep.000,2010-12-07T14:56Z,Woww....nice quality of just 448 mb....well done
,derpnhurp,2010-12-22T12:40Z,"A|10
V|10
Great stuff and thanks for sharing these YIFY.

Enjoyed thoroughly."
,MrNinjamonk,2010-12-26T18:55Z,"YIFY u are the coolest guy i've never met. thanks for all the bond torrents i have downloaded all the connery fims and will soon start on the moore ones. thanks so much the small .mkv files dude, u are the greatest!!!!!!!!!!!!!!!!!!!!!"
,crazyboy00732,2011-04-29T04:10Z,"bto can u upload all james bond 007 movies in small .mkv size.. ??
with great audio and video quality.. ??"
,Captain,2011-07-30T14:53Z,"Very good movie with awesome quality.

Also hard-coded subtitles I personally like very much.


Thanks"
,kornbred69,2011-08-19T03:44Z,never mind vlc... who needs multiple media players...??? install k-lite codec pack minus the media player and editors and windows media 11 plays it all!
,vijoy,2011-08-19T11:13Z,"pls try to upload 720p of other bond movies tooo

thnx"
,mr.funkalicous,2011-10-15T18:55Z,V: 10 A: 10 Best copy I have found!
,1357911,2012-04-19T00:40Z,"I have to kind of agree with cvvvcvvv, this is a pretty shitty quality torrent, the images look really jagged and audio isn't that great either, glad it was only 450mb and didn't waste my time downloading it"
