User Type,Username,Date,Text
,yaqwsx666,2009-12-03T15:54Z,The Saboteur System Requirements: 	http://gamesystemrequirements.com/games.php?id=877
,FTL3,2009-12-04T15:26Z,"SABOTEUR - CRACK ONLY HERE:

http://thepiratebay.org/torrent/5196263/%5BFTL3%5D_SABOTEUR_CRACK"
,aiman9,2009-12-08T12:51Z,Upgrade to Windows 7 it worked great when i use Windows 7
,brianxxx,2009-12-08T17:27Z,"If you have ATI and Windows 7 or Vista then you need to read this thread from the EA forums.

I believe a patch is coming.

http://forum.ea.com/eaforum/posts/list/346070.page"
,brianxxx,2009-12-11T00:22Z,OH and new Catalyst ATI drivers 9.12 are due 12/16 according to the AMD ATI website. Because the 9.11 drivers were fucking total shit!!!!!!!!! I and many others reverted back to 9.10 and all has been well.
,bristena,2009-12-14T21:00Z,seeeeed seeeeeeeeedddd and more seeeeeed plsssssssssssss i know it's hard for noob's to seed but the other's are gooooooddddd people so gooooodddddddd people plssss seeeedddd
,bristena,2009-12-14T21:01Z,seeed seeed and more seeed plssss
,Juriskow,2009-12-15T14:12Z,"Hello nice torrent.
But seed more please.
/J"
,Spunkybd,2009-12-15T14:22Z,"Windows 7, Vista and XP users with ATI 3K, 4K and 5K series graphics cards may temporarily experience compatibility issues. Thank you for your patience while this issue is resolved.

Thats official problems."
,Juriskow,2009-12-15T16:26Z,"one problem the loading sreen does not get off
it only loading and loading.
/J"
,karlitosv,2009-12-15T17:53Z,"Last crack is not working. Game keeps freezing, and my system has the requirements for optimal"
,MikeTheOne22,2009-12-17T18:26Z,any new crack out yet ? the old one is fucked
,wookieslut,2009-12-20T05:27Z,"for those of you that are actually smart enough to read the comments before you download the game, dont.  nothing against AiTB but this game is fucked.  unless you have a specific system with the right video card the game will freeze when you try to play it.  on top of various other bugs.  as far as i'm aware EA still hasn't released a patch to fix it.  They fucked up on this one, not the uploader."
,retrogoddfather,2009-12-20T20:18Z,BARTOS01: you might want to try and disable windows aero if you have it as your theme.. switch to windows basic
,LawiH,2009-12-21T13:02Z,"BETA Patch has been released. It's just repaired executable, so we need 1.01 crack."
,mratila,2009-12-21T13:49Z,when is the new crack arriving?
,hunterer90,2009-12-21T14:38Z,seed please :)
,heretobe,2009-12-24T02:02Z,"oorenotsoo:
Less compression."
,Lussiboy,2009-12-25T14:27Z,"The crack is working fine on xp, with nvidia card. 
Just installed and copied the crack folder, into the main folder. (: Only when exiting the game, it freezes sometimes. But i can live with that. "
,Akshay_india,2009-12-28T16:03Z,If u have ATI card then forget it !! it wil not run on any of ATI cards.
,Leonardo5,2009-12-30T17:24Z,i installed patch 1.03 and cracked it but after i start game the loading doesnt come to end. if u can see the problem give me some advice please :)
,jabunk20,2009-12-30T20:52Z,shit again when i run the game appear a fuckin' black screem what should happenin' all did the way you said hellllllp me e-mail me jreinaldo_@hotmail.com
,mofoelite,2009-12-30T22:21Z,anyone else get problems with loading check points in this game i think the crack is whats doing it 
,Sopolias,2009-12-31T16:04Z,"For those that can't get past the first loading screen, remember to copuy ALL OF THE CONTENT from Crack dir to the MAIN game dir:
C:\Program Files\Electronic Arts\The Saboteur"
,Alekcsander,2009-12-31T20:03Z,"Thanks ! Works great, no problems ."
,kermaporsas,2010-01-01T20:03Z,"Error:
The Saboteur is unable to continue due to an error initializing your graphics hardware. 

I have ATI Radeon x1950 pro. Tried with different drivers. Any way to fix this (besides buying new hardware)?"
,savestheeday,2010-01-03T21:40Z,"Installed and works just fine for me.  Been playing for a couple hours now, and no problem.  At first, I was having to close the program out via task manager, because the game would freeze when I exited through the game, but it no longer does that.

Q6600 2.4 Quad
SLI'ed 8800GTS
2GB RAM

Runs fully maxed graphics by default and runs great, even with only 2gb of RAM.  Supposely ATI users are having a hard time getting this game to work...just one more reason Nvidia > ATI :)"
,Babbleshots,2010-01-05T18:33Z,Thanks very much! I love this game
,danii555,2010-01-05T18:50Z,It works perfectly for me :D. i have nvidia geforce gt120.
,SpyRimar,2010-01-05T21:26Z,"when the gameplay starts the camera moves constantly in circles
what can I do??"
,SpyRimar,2010-01-05T21:27Z,"and I have 
Vista
GeForce 260 gtx
intel core 2 duo 3,00 ghz E8600 
4 gb ram"
,3sk0t,2010-01-05T23:58Z,"hi. I download the game and instrall it. then in the menu when i tried to start a new game it just stuck. i can hear sound but can move the mouse any reasons why it stucks ? plz need help can  it be my setyp ?

 SETUP
 processor: intel core duo cpu 2.66GHz	
2gb RAM
grafic card: ati raedeon hd 4800 series
32 bit os 
win 7"
,s4ch1n,2010-01-06T00:54Z,"same problem as 3sk0t, the menu gets stuck"
,s4ch1n,2010-01-06T00:59Z,"oh btw i have 
AMD Athlon 7550 Dual Core
3 gb ram
Ati Radeon 4550 Series
Windows 7- 32 bit"
,3sk0t,2010-01-06T02:55Z,I solved it. just downloade this http://thepiratebay.org/torrent/5230907/The_saboteur_patch_and_working_crack. and copy all files to instrall folder and run the game  
,SpyRimar,2010-01-06T17:41Z,"Is anyone having the same problem as I have??
I can start the game alright but when the gameplay starts the camera moves constantly to the right

please someone help me


specs:
Windows Vista 32 bit
GeForce 260 gtx
intel core 2 duo 3.00 GHz
4 gb RAM"
,zKidRastax,2010-01-07T00:11Z,"SEED! it isn't fair to others when they seed and you just download. I'm trying to download this game (between 20k/b to 120k/b not the fastest) but it isn't going to work when you dont seed. Remove the limiter and just seed it really doesn't make that big of a difference. i seed, i think you should too"
,malti001,2010-01-09T15:16Z,"Im experiencing constant pc crashes with this game even though i have all the min specs :

2.6 Duo Processor
Nvidia 8600 Video Card
2 Giig RAM

Any suggestions?"
,malti001,2010-01-09T15:17Z,and Win XP service pack 3
,geforce20,2010-01-09T16:07Z,"Does anyone know why there are no new PC games on The Pirate Bay anymore?  There are new movies and other torrents every day, but there hasent really been any new PC games since November??   I know there has been lots of new PC games released..."
,hanif93,2010-01-17T00:15Z,"i have the same problem as spyrimar.
any solution to this problem?"
,(MP)Mad Mobeus,2010-01-17T23:50Z,"spyrimar, i am having the same mouse control problem.  anyone else?"
,balasa,2010-01-19T00:20Z,Fantastic!!!Game N1-2009!!!     THANKS
,yaqwsx666,2010-01-19T10:37Z,System Requirement: 	http://gamesystemrequirements.com/games.php?id=877
,kostadene,2010-01-19T22:13Z,Thanks !  the best game !!!
,saidar56,2010-01-20T18:37Z,"is there some problems? is there something in my setup that makes the game unplayable for me?
-ATI 4890 
- intel i7 2.66ghz
-6 gb ddr3ram"
,Zselic,2010-01-22T12:33Z,"hey!
i'm having the same problem as it is mentioned below, it usually freeze out at the menu after played like 2-3 mins. 

my config is
AMD Phenom II X4 965 3.4 GHZ
4GB 1666mhz DDR 3 RAM
Sapphire HD5770 1GB

is that crack solves the problem what was linked before?"
