User Type,Username,Date,Text
,av1965,2010-04-07T05:59Z,tenks
,piratefuk,2010-04-07T06:04Z,tenking u sir ha ha Thanks a million subrick!!!!!!
,ThaiDennis,2010-04-07T06:42Z,Thank you from the kingdom of Thailand
,Renown(S),2010-04-07T09:13Z,Thanks again eztv
,CyberGRIM,2010-04-07T11:46Z,Thanks! :)
,anthonysanders,2010-04-07T13:18Z,mwah. 
,rdkt,2010-04-07T17:41Z,"Thanks again for all your downloads eztv, you make my life in Brazil a lot easier."
,Tuffturk,2010-04-07T18:27Z,WE IN TURKEY KISS YOU EZTV!!!!
,nitefly1,2010-04-07T18:42Z,Thanks from the Indian sub-continent!
,honeybunny28,2010-04-08T08:30Z,subs: http://www.addic7ed.com/serie/V_%282009%29/1/6/Pound_of_Flesh
,Wheelman5000,2010-04-09T03:33Z,"Thanks eztv, you guys are always on top of your game!   I will seed 10 times at full speed b/c the fastest seeder on here now is at 10-20k.  Come on guys, don't be so selfish.  Open up the throttle people.  -Wheelman5000"
[T],zerothdegree,2010-04-09T03:35Z,thanks
,artuska,2010-04-09T23:21Z,??????? ???????!
,toenail88,2010-04-10T09:32Z,choice!
,KAhmedK,2010-04-10T13:30Z,"#EZTV @ EFNet -> To avoid fakes, ALWAYS check that the torrent was added by eztv. 
http://eztv.it/

Episode: V 2009 S01E06 HDTV XviD-2HD
Screenshots: 
http://www.imgden.com/6091/V.2009.S01E06.HDTV.XviD-2HD.avi.jpg"
,MrSwe2,2010-04-12T23:35Z,"Svensk text: http://www.undertexter.se/?p=undertext&id=20574

Eng Subtitle: http://www.undertexter.se/?p=subtitle&id=71250"
,gravatar8,2010-04-13T19:15Z,Svensk text: http://s4u.se/?serie=V
