User Type,Username,Date,Text
,sfchef,2010-02-28T15:56Z,Thanks a lot!
,dougaldog2002,2010-03-04T13:43Z,"Thanks!

DD2K2"
,skelekitty,2010-03-19T14:50Z,"Thanks! 

I downloaded the .exe from the actual site and your license serial .txt worked a treat."
,davew7723,2010-04-04T18:45Z,Serial not working
[T],Titi26,2010-04-13T12:50Z,"Thanks for the license. (Magic Iso serial.txt)
works fine"
,Fwhqgads,2010-05-01T02:50Z,"awesome install no problems
funny name for serial
but just great"
,LillyAnn74,2010-05-02T01:14Z,Thanks it works great!!! Serial is good!!!
,strikeaposum,2010-05-03T21:55Z,"License worked, THANKS! 

Is there a reason why it shouldn't be posted in comments?


"
,Pendaws,2010-05-09T03:58Z,Thanks for the upload :)
,nbarra11,2010-06-01T05:44Z,Works like a charm
,yousuckisthatok,2010-06-25T12:32Z,great upload... 
,Oakland95,2010-07-16T18:35Z,Thanks! Works perfectly :)
,mataghandi,2010-07-31T15:34Z,"Tanks a lot, Works 100%"
,biggie0739,2010-08-12T16:11Z,works great i couldnt find a good game burning software until this and works perfectly thanks.......
,ItsmeTaraLee,2010-12-24T08:36Z,"Yesss works perfect with latest MagicISO 5.5 (build 281)....Thanks a million ;-)

BTW @ strikeaposum....yes, generally its not wise to include the serials in the comments section.....think about it ;-)"
,daggitenator,2011-01-29T00:45Z,"@Trof30

Thanks, fucker.
Now every crawler MagicISO, Inc has will pick it up and purge that license key from their activated products.

You're one dumb fucking asshole."
,arcticgolem,2011-02-04T01:35Z,good download works clean install key worked. if anyone has trouble with this torrent then they need to learn how to read...clearly
,goldeneagle999,2011-04-06T05:50Z,"Thank you very much. I've downloaded the exe file from their official web site and used your registration details. Thanks a million, buddy :)"
,Deser7,2011-04-17T05:40Z,thanks bro works gr8
,dj022055,2011-05-19T08:00Z,KUDOS!!!!!!
,Sggod0011,2011-05-21T02:31Z,Thank you! Works 100%
,man89yak,2011-06-03T00:36Z,Thanx....Works Perfectly Well 
,YtownRedRum187,2011-06-28T14:02Z,Thought I'd try this instead of Daemon Tools.
,martreb28,2011-07-13T17:48Z,Thank you very much!!!!!!!!
,Godzuky,2011-07-15T05:38Z,Its working just fine... Thanks!
,NeedWeed,2011-08-05T18:05Z,thank you needed this badly
,karlocool,2011-08-15T20:49Z,Thanks work well win7 x64
,bald_eagle,2011-09-14T05:45Z,"Thanks!  The serial works with the latest build (281) too, http://www.magiciso.com/download.htm ."
,bald_eagle,2011-09-14T05:58Z,"I've used Magic ISO for many years, but I had to look for an alternative software today when Magic ISO could not recognize a blank DVD in my BluRay drive on a new laptop.  ImgBurn worked right away (and it's free): http://www.imgburn.com/index.php?act=download ."
,arigatokuzaimas,2011-09-15T17:21Z,"struis122;
thank you very much"
,pirateblood7,2012-02-02T23:23Z,works like charm...thx Struis112
