Filename,Size,Unit
/CD1/The Carter FamilyÂ,-Â,03Â,-Â,Sinking in the Lonesome Sea.mp3,3.07,M
/CD1/The Carter FamilyÂ,-Â,26Â,-Â,Wildwood Flower.mp3,3.06,M
/CD1/The Carter FamilyÂ,-Â,12Â,-Â,East Virginia Blues No. 2.mp3,3.01,M
/CD1/The Carter FamilyÂ,-Â,11Â,-Â, By the Touch of Her Hand.mp3,2.95,M
/CD1/The Carter FamilyÂ,-Â,05Â,-Â,Can the Circle Be Unbroken.mp3,2.94,M
/CD1/The Carter FamilyÂ,-Â,09Â,-Â,Don't Forget Me Little Darling.mp3,2.93,M
/CD1/The Carter FamilyÂ,-Â,24Â,-Â,"Single Girl, Married Girl.mp3",2.89,M
/CD1/The Carter FamilyÂ,-Â,25Â,-Â,Fate of Dewey Lee.mp3,2.88,M
/CD1/The Carter FamilyÂ,-Â,15Â,-Â, My Texas Girl.mp3,2.84,M
/CD1/The Carter FamilyÂ,-Â,17Â,-Â,Gathering Flowers from the Hillside.mp3,2.8,M
/CD1/The Carter FamilyÂ,-Â,13Â,-Â,My Old Virginia Home.mp3,2.78,M
/CD1/The Carter FamilyÂ,-Â,22Â,-Â,Lonesome Vally.mp3,2.77,M
/CD1/The Carter FamilyÂ,-Â,18Â,-Â,Gospel Ship.mp3,2.77,M
/CD1/The Carter FamilyÂ,-Â,10Â,-Â,Sad and Lonesome Day.mp3,2.76,M
/CD1/The Carter FamilyÂ,-Â,07Â,-Â,Your Mother Still Prays.mp3,2.73,M
/CD1/The Carter FamilyÂ,-Â,16Â,-Â,No Other's Bride I'll Be.mp3,2.72,M
/CD1/The Carter FamilyÂ,-Â,19Â,-Â,Little Black Train.mp3,2.72,M
/CD1/The Carter FamilyÂ,-Â,23Â,-Â,God Gave Noah the Rainbow Sign.mp3,2.72,M
/CD1/The Carter FamilyÂ,-Â,06Â,-Â,Let'd Be Lovers Again.mp3,2.68,M
/CD1/The Carter FamilyÂ,-Â,14Â,-Â,My Virginia Rose Is Blooming.mp3,2.68,M
/CD1/The Carter FamilyÂ,-Â,02Â,-Â,Behind Those Stone Walls.mp3,2.67,M
/CD1/The Carter FamilyÂ,-Â,20Â,-Â,Keep on the Sunny Side.mp3,2.67,M
/CD1/The Carter FamilyÂ,-Â,01Â,-Â,Glory to the Lamb.mp3,2.64,M
/CD1/The Carter FamilyÂ,-Â,21Â,-Â,River of Jordan.mp3,2.59,M
