Filename,Size,Unit
/Loretta Lynn - Still CountryÂ,-Â,04Â,-Â,Working Girl.mp3,5.31,M
/Loretta Lynn - Still CountryÂ,-Â,01Â,-Â,On My Own Again.mp3,5,M
/Loretta Lynn - Still CountryÂ,-Â,05Â,-Â,I Can't Hear the Music.mp3,4.96,M
/Loretta Lynn - Still CountryÂ,-Â,08Â,-Â,Don't Open That Door.mp3,4.67,M
/Loretta Lynn - Still CountryÂ,-Â,03Â,-Â,Table for Two.mp3,4.51,M
/Loretta Lynn - Still CountryÂ,-Â,10Â,-Â,Blues Ain't Workin' on Me.mp3,4.5,M
/Loretta Lynn - Still CountryÂ,-Â,07Â,-Â,Hold Her.mp3,4.38,M
/Loretta Lynn - Still CountryÂ,-Â,06Â,-Â,Country in My Genes.mp3,4.34,M
/Loretta Lynn - Still CountryÂ,-Â,09Â,-Â,Somewhere Someone's Falling in Love.mp3,4.18,M
/Loretta Lynn - Still CountryÂ,-Â,02Â,-Â,God's Country.mp3,3.35,M
/Loretta Lynn - Still CountryÂ,-Â,11Â,-Â,Mind Your Own Business (Bonus).mp3,1.7,M
/AlbumArt.jpg,7.74,K
