User Type,Username,Date,Text
[V],RiddlerA,2010-10-13T15:57Z,"Guys Enjoy & Please seed after Downloading

Please provide feedback regarding the torrent

http://thepiratebay.org/user/RiddlerA
or 
http://1337x.org/user/RiddlerA/"
[V],RiddlerA,2010-10-13T15:58Z,"Next Upload --->

Downfall (2004) m-HD - 800 mb"
,riddlera_fan,2010-10-13T17:34Z,"Thanks A ton for SUPERNATURAL ....

MAY GOD BLESS YOU 

HSN _KMR"
,ashu21,2010-10-13T17:49Z,"bro,dabangg dvdrip is out.......pls upload it...."
,nkmysteries,2010-10-13T18:04Z,"hello man.. can you pl upload Dabangg, i guess the original is out.. its one good Hindi movie  "
,wira020,2010-10-13T18:10Z,"Nice man, I think Downfall as your next upload is a very good choice!.. I cant wait!

p/s: Can't believe Supernatural got 9/10 IMDB rating.. "
,DSIN,2010-10-13T18:50Z,@wira : dude..this is one hell of a good series... totally deserves 9 stars... i liked this one better than The X files ...(that was a good one too) XD
,shytan,2010-10-13T19:28Z,"hey riddlera thanx for this entire series. awesome work by u.
can u plz do the hangover . its blue ray is out . plz do this coz this has extra scenes which wer nt shown in theatres.
i request u for this. plz try doing out of ur busy schedule"
,i_am_sid,2010-10-13T19:28Z,"@RiddlerA
Any plan of uploading 'Lie To Me' season 1 & 2 ? 
Please replay.
Thanks a lot for all your efforts."
,rob_clain13,2010-10-13T20:03Z,"@RiddlerA
hey dude r u dng dabangg?"
[V],RiddlerA,2010-10-13T20:05Z,"@ sytan

Sorry won't be doing Hangover

Would be doing Dabangg (2010) DVDrip & Superman Batman Apocalypse (2010) BRRip m-720p

@ I_am_sid

Sorry mate ....... no plans of lie to me atm"
,ashu21,2010-10-13T23:28Z,can somebody pls seed up in the air uploaded by r invincible uploader riddlera.........pls ......
,swatkat,2010-10-14T01:38Z,is downfall gonna be the extended version? it has 20 min extra footage
,sadhu19,2010-10-14T09:11Z,just finished watching 1st season of dexter and i can't believe a TV show can be that good!!!!!!!!
,sadhu19,2010-10-14T09:18Z,"thanx a lot riddlerA for providing us with these great uploads.
i would really like to support you and if anybody wants help with seeds of 
1. dexter season 1-4
2. band of brothers
3. chuck season 1-3
4. skins season 1-4
5. the pacific
6. prison break season 1
7. lost season 1-4
8. arrested development 1,2,3
9. castle season 1
10. the big bang theory 1,2,3

you can leave your request in comment area and i will be more than happy to help. . . . . . .
i urge all other people who have a collection of riddler's uploads please help if someone asks for seed.
it's one way in which we can thamk and support riddler's work."
,mercury001,2010-10-14T10:07Z,"toy story blue ray is out.. here is one of the links..

http://1337x.org/torrent/113075/0/"
,ashu21,2010-10-14T10:19Z,"toy story 1080p nd 720p bluray is out ,pls upload it......."
,apocalyto,2010-10-14T10:34Z,hey riddlera >> DABANGG DVD rip is out.. pls do it..!!
[V],RiddlerA,2010-10-14T11:11Z,"@ swtcat

No ...... Its a normal Version

@ sadhu 

Thanxs Man .......... That will be a great help 

@ all

Will start working on Toy Story 3 ....... Will post the whole series together but will take some time ..... Perhaps a week or so 
Please wait & pass this along if somebody else asks reg Toy story 3

Already working on Dabangg Dvdrip will post it after Downfall ......... in about 2-3 days"
,ashu21,2010-10-14T13:38Z,machete 1080p bluray is out.......
,dkhere,2010-10-14T14:55Z,"Only one request... Please upload something 'everyday'...
Love your rips... :)"
,apocalyto,2010-10-14T15:42Z,thanx man!! waitng for downfall and toy story triology!! 
,shreevathsan,2010-10-14T16:00Z,"@ sadhu19

can u seed chuck season 1-2"
,sadhu19,2010-10-14T16:49Z,"@shreevathsan
it's on bro!!
enjoy"
[T],frapper101,2010-10-14T16:55Z,"@sadhu19:
plzz seed LOST..wud highly appreciate it.
dowloading all seasons
thks
:)"
,sadhu19,2010-10-14T17:00Z,"chuck is on and also seeding lost season 1
as i am working on a 512 kbps connection so i will seed 2 at a time otherwise it would be of no use...."
,mercury001,2010-10-14T17:15Z,can u do toystory 3 b4 dabanagg...?
,rakiem,2010-10-14T17:17Z,@ riddlerA...toy story 3 bluray available...plz reply :)
,dkhere,2010-10-14T17:49Z,Waiting for Toy Story 3...
,kanha,2010-10-14T18:51Z,"@mercury001 & rakiem
plz look to the above comment made by Riddler"
,owley,2010-10-14T19:06Z,"ridler , as alrdy mentioned i am gr8 fan of ur torents cos u gt a good taste !!!! anyways i intended to ask tht if u were intrstin in uploadin sancutry !!!! wil reaaly apprecite it !!! and i am sid lie to me season 1 is availble in good quality ... y bug sm1 wen its alrdy there !!"
,Arjunnn,2010-10-14T20:22Z,http://thepiratebay.org/torrent/5886602/The_Vampire_diaries_season_1_complete_in_MKV_format
,Ranyu,2010-10-14T21:49Z,"Hi riddlera..
Will you do Die Hard series in Future?
A fan from 1337x...

And My request please stick to 850 kbps(Video bit rate)."
[V],RiddlerA,2010-10-15T04:31Z,"@ Ranyu

Will See ......... Can't promise regrding Die hard series"
[T],MitZep,2010-10-15T05:43Z,"i think die hard has been done by yify.....
check it out...."
,mercury001,2010-10-15T06:42Z,"@ Ranyu
mitzep is right here is the link..
http://thepiratebay.org/torrent/5737574/Die_Hard_Quadrilogy_-_720p_MKV_x264_-_YIFY"
,swatkat,2010-10-15T09:01Z,Hello bro can u do phonebooth BRRip...great movie....
