User Type,Username,Date,Text
,teloycho,2010-09-15T21:51Z,Why is there no comments???
,xBrujahx,2010-09-17T06:47Z,now there is two comments but neither of them have anything useful to say
,Equinox117,2010-09-21T12:17Z,make that 3 comments
,thebigdeuce,2010-09-26T02:41Z,yall Are Great :)
,huntluck,2010-09-26T12:11Z,?????  is it real
,djuka67,2010-10-08T20:32Z,"@sukcestura>
this site is not for free..."
,F4W4D,2010-10-15T11:51Z,i think the ratio between seeds TO leaches is subtle enuf 2 tel u tht the quality of the movie is good(enuf)
,QuentinH94,2010-10-20T07:05Z,"Meh, it's not a Jackie Chan voiceover... so... it's not worth watching."
,HerLander,2010-11-08T16:21Z,bom filme. adoro jackie chan
,Veedhu,2011-05-11T03:34Z,plese seed
